id,first_name,last_name,image,gender,race,party,is_incumbent,is_running,is_appointed,won_primary,election,first_year_elected,last_year_elected,percent_vote,notes
7078,Will,Lundy,,M,C,26,No,Yes,No,No,TX - 142nd Judicial District - 2016,,,,
4853,James,"Luttrull, Jr.",,M,C,26,Yes,Not Sure,No,,IN - Grant - 2018,,2014,,
6568,Daniel,Lutz,,M,C,26,Yes,Yes,No,U,OH - Wayne - 2016,,2012,,
4943,Rick,Lynch,,M,C,10,Yes,Not Sure,No,,IA - Davis - 2018,,2014,,
4969,Janet,Lyness,,F,C,10,Yes,Not Sure,No,,IA - Johnson - 2018,,2014,,
7784,Christopher,Lyon,,M,C,26,No,Yes,No,Yes,KS - Trego - 2016,,,,
7273,Nathan H. ,Lyons,,M,C,26,Yes,Not Sure,No,,VA - Carroll County - Galax City (East) - 2019,,2015,,
5536,Jereme,Lytle,,M,C,10,Yes,Not Sure,No,,MO - Pemiscot - 2018,2015,2014,,
7371,Gerald,Mabe II,,M,C,26,Yes,Not Sure,No,,VA - Wythe - 2019,,2015,,
5735,Michael,MacDonald,,M,C,10,Yes,Not Sure,No,,NV - Humboldt - 2018,,2014,,
4621,Kirk,MacGregor,,M,C,26,Yes,Yes,No,U,ID - Idaho - 2016,,2012,,
5252,Matthew,Maciardello,,M,C,26,Yes,Not Sure,No,,MD - Wicomico - 2018,,2014,,
6427,Galen,Mack,,M,C,19,Yes,Not Sure,No,,ND - Pierce - 2018,,2014,,
7279,Suzanne L.,Mackal,,F,C,10,Yes,Not Sure,No,,VA - Clarke - 2019,,2015,,
5347,Brian,Mackie,,M,C,10,Yes,Yes,No,U,MI - Washtenaw - 2016,1993,2012,,
7640,Shiloh,MacNally,,F,C,10,No,Yes,No,No,SD - Bennett - 2016,,,,
5577,Jason,MacPherson,,M,C,26,Yes,Not Sure,No,,MO - Wright - 2018,,,,
7366,Brian,Madden,,M,C,26,Yes,Not Sure,No,,VA - Warren - 2019,,2015,,
6430,Marvin,Madsen,,M,C,19,Yes,Not Sure,No,,ND - Renville - 2018,,2014,,
5391,Richard,Maes,,M,C,19,Yes,Not Sure,No,,MN - Lyon - 2018,,2014,,
6791,Tom,Maher,,M,C,26,Yes,Yes,No,U,SD - Stanley - 2016,,2012,,
4483,David,Mahonee,,M,C,10,Yes,No,No,,CO - 12th District - 2016,2009,2012,,
4467,David,Mahonee,,M,C,10,No,No,No,,CO - 3rd District - 2016,,,,
7783,Margaret,Mahoney,,F,C,26,No,Yes,No,No,KS - Thomas - 2016,,,,
7272,John L.,Mahoney,,M,C,19,Yes,Not Sure,No,,VA - Caroline - 2019,,2015,,
6425,John,Mahoney,,M,C,19,Yes,Not Sure,No,,ND - Oliver - 2018,,2014,,
5071,Margaret,Mahoney,,F,C,26,Yes,Yes,No,No,KS - Logan - 2016,,,,
4601,Jolene,Mahoney,,F,C,26,Yes,Yes,Yes,U,ID - Boise - 2016,2015,,,Recovered alcoholic before appointment http://www.idahostatesman.com/news/local/crime/article40865745.html
5552,Jerrod,Mahurin,,M,C,10,Yes,Not Sure,No,,MO - St. Francois - 2018,,2014,,Sent two siblings to jail for 15 years for growing 20 marijuana plants in their condo http://www.huffingtonpost.com/2014/04/15/siblings-pot-missouri-prison-time-driving-drunk-killing-someone_n_5052094.html
5295,Michael,Makinen,,M,C,26,Yes,Yes,No,U,MI - Houghton - 2016,2009,2012,,
7641,Charles,Malette,,M,C,26,No,Yes,No,No,MI - Chippewa - 2016,,,,
4572,Richard,Mallard,,M,C,26,Yes,Yes,No,U,GA - Ogeechee - 2016,,2012,,
5729,Arthur,Mallory,,M,C,26,Yes,Not Sure,No,,NV - Churchill - 2018,,2014,,
5384,Roger,Malm,,M,C,19,Yes,Not Sure,No,,MN - Kittson - 2018,,2014,,
5225,Maeghan,Maloney,,F,C,10,Yes,Not Sure,No,,ME - District 4 - 2018,,2014,,
6495,Thomas,Manahan,,M,C,26,No,Yes,No,Yes,OH - Henry - 2016,,,,
4435,Candace,Mancino,,F,C,19,Yes,Not Sure,No,,CA - San Benito - 2018,2006,2014,,
4774,Tyson,Manker,,M,Not Sure,10,No,Yes,No,U,IL - Morgan - 2016,,,,
7479,Amy,Mann,,F,C,10,Yes,No,No,,WV - Summers - 2016,,2012,,
5177,Mike,Mann,,M,C,10,Yes,Not Sure,No,,KY - 55th Circuit - 2018,1992,2012,,6 year term. http://apps.sos.ky.gov/temp/GENElectionMediaGuideFINAL.pdf
4557,Cindy,Manning,,F,C,26,No,Yes,No,No,GA - Griffin - 2016,,,,
7710,Aaron,Marcoux,,M,C,10,No,Yes,No,No,WI - Barron - 2016,,,,
5115,Norbert,Marek,,M,C,26,No,No,No,,KS - Wabaunsee - 2016,,,,Was replaced by Liesmann before the 2016 primary
4522,Jiulio,Margalli,,M,C,26,No,No,No,,FL - 16th Circuit - 2016,,,,
5079,Larry,Markle,,M,C,26,Yes,Yes,No,U,KS - Montgomery - 2016,,,,
5026,Larry,Markle,,M,C,26,Yes,Yes,No,No,KS - Chautauqua - 2016,,,,
5173,Bill,Markwell,,M,C,10,Yes,Not Sure,No,,KY - 51st Circuit - 2018,,2012,,
4683,Dan,Markwell,,M,C,26,Yes,Yes,Yes,U,IL - DeWitt - 2016,,,,
6603,Joshua,Marquis,,M,C,19,Yes,Not Sure,No,,OR - Clatsop - 2018,,2014,,Oregon nonpartisan DA elections are final in the May primary
6573,Angela,Marsee,,F,C,26,Yes,Not Sure,No,,OK - District 2 - 2018,,2014,,
6864,Shelly,Marshall,,F,C,26,No,Yes,No,No,TX - 110th Judicial District - 2016,,,,Lost primary
4602,Louis,Marshall,,M,C,26,Yes,Yes,No,U,ID - Bonner - 2016,2009,2012,,
4335,Stephen,Marshall,,M,C,10,Yes,Yes,No,U,AL - 27th Circuit - 2016,2001,2010,,
6667,Edward,Marsico,,M,C,26,Yes,Not Sure,No,,PA - Dauphin - 2019,,2015,,
6627,Douglas,Marteeny,,M,C,19,Yes,Yes,No,,OR - Linn - 2016,,2012,,Oregon nonpartisan DA elections are final in the May primary
7240,Erica,Marthage,,F,C,10,Yes,Not Sure,No,,VT - Bennington - 2018,,2014,,
7642,Bernandine,Martin,,F,AIAN,10,No,Yes,No,No,"NM - District 11, Div 2 - 2016",,,,
7467,Bob,Martin,,M,Not Sure,10,No,Yes,No,No,WV - Pocahontas - 2016,,,,
7327,Anthony,Martin,,M,C,10,Yes,No,No,,VA - Nelson - 2019,,2015,,
7302,Tracy Quackenbush,Martin,,F,C,19,Yes,Not Sure,No,,VA - Halifax - 2019,,2015,,
7261,Tim,Martin,,M,C,26,Yes,Not Sure,No,,VA - Augusta - 2019,,2015,,
7184,Chris,Martin,,M,C,26,Yes,Not Sure,No,,TX - Van Zandt - 2018,,2014,,
7094,Rey,Martin,,M,Not Sure,26,No,Yes,No,No,TX - 145th Judicial District - 2016,,,,
6957,Chris,Martin,,M,C,26,Yes,Yes,Not Sure,No,TX - Freestone - 2016,,,,
6835,Joe,Martin,,M,C,26,No,Yes,No,Yes,TX - 159th Judicial District - 2016,,,,
6684,James,Martin,,M,C,26,Yes,Not Sure,No,,PA - Lehigh - 2019,,2015,,
6335,Kirk,Martin,,M,C,26,Yes,Not Sure,No,,NY - Tioga - 2017,,2013,,
5458,Alexander,Martin,,M,AA,10,Yes,Not Sure,No,,MS - District 22 - 2019,,2015,,
5234,Laura,Martin,,F,C,26,Yes,Not Sure,No,,MD - Calvert - 2018,,2014,,
5158,Graham,Martin,,M,C,10,Yes,Not Sure,No,,KY - 36th Circuit - 2018,,2012,,
4947,Jon,Martin,,M,C,26,Yes,Not Sure,No,,IA - Dickinson - 2018,,2014,,
4849,Teryl,Martin,,F,C,26,Yes,Not Sure,No,,IN - Fountain - 2018,,2014,,
6393,Carl,Martineck,,M,C,19,Yes,Not Sure,No,,ND - Barnes - 2018,2014,2014,,
5778,Lemuel,Martinez,,M,H,10,Yes,Yes,No,U,NM - District 13 - 2016,,2012,,
5768,Francesca,Martinez-Estevez,,F,H,10,Yes,Yes,No,Yes,NM - District 6 - 2016,,2012,,
4954,Nicola,Martino,,M,C,26,Yes,Not Sure,No,,IA - Greene - 2018,,2014,,
5205,John Schuyler,Marvin,,M,C,26,Yes,Not Sure,No,,LA - 26th District - 2020,2003,2014,,
6474,Gregg,Marx,,M,C,26,Yes,Yes,No,No,OH - Fairfield - 2016,,2012,,
6593,Greg,Mashburn,,M,C,26,Yes,Not Sure,No,,OK - District 21 - 2018,,2014,,
6832,Tim,Mason,,M,C,26,Yes,Not Sure,Yes,,TX - Andrews - 2016,,,,
5274,Sara,Mason Swanson,,F,C,26,Yes,Not Sure,No,,MI - Benzie - 2016,2013,2012,,
6876,Carlos,Masso,,M,H,10,No,Yes,No,No,TX - Cameron - 2016,,,,
6589,Mark,Matloff,,M,C,10,Yes,Not Sure,No,,OK - District 17 - 2018,,2014,,
4771,Chris,Matoush,,M,C,10,Yes,Yes,No,U,IL - Montgomery - 2016,2007,2012,,
5021,Douglas,Matthews,,M,C,26,Yes,No,No,,KS - Barton - 2016,,,,
4326,William,"Matthews, Jr.",,M,C,26,No,Yes,No,No,AL - 20th Circuit - 2016,,,,
7187,Elton Raymond,"Matthis, Jr",,M,C,26,Yes,Not Sure,No,,TX - Waller - 2018,,2014,,
6692,Angela,Mattis,,F,C,39,Yes,Not Sure,No,,PA - Montour - 2019,2016,2015,,
6694,Tony,Matulewicz,,F,C,26,Yes,Not Sure,No,,PA - Northumberland - 2019,2016,2015,,
6999,Wesley,Mau,,M,C,26,Yes,Not Sure,No,,TX - Hays - 2018,,2014,,
4590,Kenneth,Mauldin,,M,C,10,Yes,Yes,No,U,GA - Western - 2016,,2012,,
4324,Gary,Maxwell,,M,C,26,No,Yes,No,No,AL - 20th Circuit - 2016,,,,
4469,Dan,May,,M,C,26,Yes,Yes,No,U,CO - 4th District - 2016,2009,2012,,
4977,Shayne,Mayer,,M,C,26,Yes,Not Sure,No,,IA - Lyon - 2018,,2014,,
7451,Teresa,Maynard,,F,C,10,Yes,Yes,Yes,No,WV - Mingo - 2016,2013,,,Former prosecutor sentenced to federal prison: https://www.fbi.gov/pittsburgh/press-releases/2014/former-mingo-prosecuting-attorney-sentenced-to-federal-prison
4659,Matthew,Mays,,M,C,10,Yes,Yes,No,U,IL - Cass - 2016,,2012,,
7475,Rocco,Mazzei,,M,Not Sure,26,No,Yes,No,No,WV - Ritchie - 2016,,,,
6852,Wiley,McAfee,,M,C,26,Yes,Yes,No,Yes,TX - 33rd Judicial District - 2016,,,,
7271,Paul A,McAndrews,,M,C,19,Yes,Not Sure,No,,VA - Campbell - 2019,,2015,,
6431,Ronald,McBeth,,M,C,19,Yes,Not Sure,No,,ND - Richland - 2018,,2014,,
6287,Joseph A,McBride,,M,C,26,Yes,Not Sure,No,,NY - Chenango - 2019,,2015,,
4507,Bernie,McCabe,,M,C,26,Yes,Yes,No,U,FL - 6th Circuit - 2016,1993,2012,,
6307,Gregory,McCaffrey,,M,C,10,Yes,Yes,No,U,NY - Livingston - 2016,,2012,,
4651,Joshua,McCain,,M,C,10,No,Yes,No,No,IL - Alexander - 2016,,,,
6728,Angela,McCall-Tanner,,F,C,26,No,Yes,No,No,SC - 14th Circuit - 2016,,,,http://www.blufftontoday.com/bluffton-news/2016-03-24/mccall-tanner-run-14th-circuit-solicitor-stone-seek-re-election#.VwVsOxMrKRs
6745,Partrick,McCann,,M,C,10,Yes,Yes,Yes,U,SD - Codington - 2016,2015,,,
4860,Mark,McCann,,M,C,26,Yes,Not Sure,No,,IN - Howard - 2018,,2014,,
4789,Donna White,McCann,,F,C,10,No,Yes,No,Yes,IL - Pulaski - 2016,,,,
4463,Beth,McCann,,F,C,10,No,Yes,No,Yes,CO - 2nd District - 2016,,,,
5245,John,McCarthy,,M,C,10,Yes,Not Sure,No,,MD - Montgomery - 2018,,2014,,
7237,LeEllen,McCartney,,F,C,26,Yes,Not Sure,No,,UT - Wayne - 2018,,2014,,
6341,James,McCarty,,M,C,26,Yes,No,Yes,,NY - Westchester - 2016,2016,,,"In 2015, 2013 incumbent Janet DiFiore became Chief Judge of court of appeals http://www.lohud.com/story/news/2015/12/01/who-might-succeed-difiore-westchester-da/76625778/"
5444,Tyler,McCaughn,,M,C,26,Yes,Not Sure,No,,MS - District 8 - 2019,,2015,,
7397,Mark,McClain,,M,C,19,Yes,Not Sure,No,,WA - Pacific - 2018,,2014,,
4711,Scott,McClintock,,M,C,26,Yes,Yes,No,U,IL - Henderson - 2016,2010,2012,,
7355,Marcus,McClung,,M,C,26,Yes,Not Sure,No,,VA - Scott - 2019,,2015,,
5339,John,McColgan,,M,C,10,Yes,Yes,No,U,MI - Saginaw - 2016,2013,2012,,
4984,Ian,McConeghey,,M,C,26,Yes,Not Sure,No,,IA - Monona - 2018,,2014,,
6507,Charles,McConville,,M,C,26,Yes,Yes,Yes,U,OH - Knox - 2016,2014,,,
4330,Christopher,McCool,,M,C,10,Yes,Yes,No,U,AL - 24th Circuit - 2016,2001,2010,,
4551,Matt,McCord,,M,C,26,No,Yes,No,Yes,GA - Flint - 2016,,,,interesting analysis of the election http://mcdonoughgalawyer.com/blog/2775031/Democrats-Have-Edge-in-Open-Race-for-District-Attorney/1493340; Darius Pattillo running http://www.henryherald.com/news/pattillo-to-try-again-for-henry-county-district-attorney-seat/article_fce6c9b4-8d48-5fcc-891a-daddc368ff79.html?utm_medium=social&utm_source=facebook&utm_campaign=user-share
5492,Jeff,McCormack,,M,C,10,Yes,Not Sure,No,,MO - Dunklin - 2018,,2014,,
5748,John,McCormick,,M,C,10,Yes,Not Sure,No,,NH - Coos - 2016,,2014,,
7807,Kelli,McCoski,,F,C,10,No,Yes,No,,NY - Montgomery - 2016,,,,
6897,George,McCrea,,M,C,26,Yes,No,No,,TX - 119th Judicial District - 2016,,2012,,
5560,Bob,McCulloch,,M,C,10,Yes,Not Sure,No,,MO - St. Louis - 2018,1991,2014,,Ferguson prosecutor in Michael Brown case http://www.msnbc.com/msnbc/prosecutor-admits-witnesses-likely-lied-under-oath-michael-brown-case
4398,Marc,McCune,,M,C,19,Yes,Not Sure,No,,AR - 21st District - 2018,,2014,,"May is final election for prosecutors in AR, not November"
6637,Kelsie,McDaniel,,F,C,19,Yes,Not Sure,No,,OR - Union - 2018,2014,2014,,Oregon nonpartisan DA elections are final in the May primary
5356,Pat,McDermott,,M,C,19,Yes,Not Sure,No,,MN - Blue Earth - 2018,,2014,,
4888,Darrin,McDonald,,M,C,19,Yes,Not Sure,No,,IN - Pike - 2018,,2014,,
6978,Franklin,McDonough,,M,C,26,Yes,Yes,No,Yes,TX - 31st Judicial District - 2016,2012,2012,,Running unopposed.
5341,John,McDonough,,M,C,26,Yes,Yes,No,U,MI - St. Joseph - 2016,2009,2012,,
7409,Dave,McEachran,,M,C,26,Yes,Not Sure,No,,WA - Whatcom - 2018,,2014,,
5382,Barbara,McFadden,,F,C,19,Yes,Not Sure,No,,MN - Kanabec - 2018,2013,2014,,
4795,John,McGehee,,M,C,10,Yes,Yes,No,U,IL - Rock Island - 2016,2013,2012,,
7448,John H.,McGinnis IV,,M,C,10,No,Yes,No,No,WV - Mercer - 2016,,,,
6468,Timothy,McGinty,,M,C,10,Yes,Yes,No,No,OH - Cuyahoga - 2016,,2012,,
6781,Aaron,McGowan,,M,C,10,Yes,Yes,No,U,SD - Minnehaha - 2016,,2012,,
4458,Patrick,McGrath,,M,C,19,Yes,Not Sure,No,,CA - Yuba - 2018,,2014,,
7318,R. E.,McGuire,,M,C,26,Yes,Yes,No,,VA - Louisa - 2019,,2015,,
4763,Gregory,McHugh,,M,C,10,Yes,No,No,,IL - Mercer - 2016,2000,2012,,
4629,Barry,McHugh,,M,C,26,Yes,Yes,No,U,ID - Kootenai - 2016,2009,2012,,
5572,Branki,McInroy,,F,C,26,Yes,Not Sure,No,,MO - Vernon - 2018,,2014,,
5423,Dan,McIntosh,,M,C,19,Yes,Not Sure,No,,MN - Steele - 2018,,2014,,
4359,Brian,McIntyre,,M,C,26,Yes,Yes,Yes,U,AZ - Cochise - 2016,2014,,,
7001,Scott,McKee,,M,C,26,Yes,No,No,,TX - 173rd Judicial District - 2016,,2012,,
5066,Hillary,McKinney,,F,C,26,Yes,No,No,,KS - Labette - 2016,,,,
7643,Brittany Kjerstad,McKnight,,F,C,26,No,Yes,No,U,SD - Haakon - 2016,,,,
6982,Tuck,McLain,,M,C,26,Yes,Yes,No,U,TX - 278th Judicial District - 2016,1997,2012,,
7457,Debra,McLaughlin,,F,C,26,Yes,Yes,No,U,WV - Morgan - 2016,,2012,,
7415,Kelly Hamon,McLaughlin,,F,C,10,Yes,Yes,No,U,WV - Braxton - 2016,,2012,,
5747,D. Chris,McLaughlin,,M,C,10,Yes,Not Sure,No,,NH - Cheshire - 2016,2013,2014,,
6634,Wade,McLeod,,M,C,19,Yes,Not Sure,No,,OR - Sherman - 2018,,2014,,Oregon nonpartisan DA elections are final in the May primary
7558,Traave,McMahon,,M,C,10,Yes,Yes,No,U,WI - Trempealeau - 2016,,2012,,
6669,Shawn,McMahon,,M,C,39,Yes,Not Sure,No,,PA - Elk - 2019,,2015,,
6324,Michael,McMahon,,M,C,10,Yes,Not Sure,No,,NY - Richmond (Staten Island) - 2019,2016,2015,,
4725,Joseph,McMahon,,M,C,26,Yes,Yes,No,U,IL - Kane - 2016,2010,2012,,
4965,Timothy,McMeen,,M,C,26,Yes,Not Sure,No,,IA - Iowa - 2018,,2014,,
7644,James,McMillan,,M,C,26,No,Yes,No,U,ID - Shoshone - 2016,,,,
6983,Heather,McMinn,,F,C,26,Yes,Not Sure,No,,TX - 25th Judicial District - 2016,,2012,,
6976,Heather,McMinn,,F,C,26,Yes,No,No,,TX - Gonzales - 2016,,2012,,Heather McMinn is the current DA in Guadalupe County (no longer merged with Gonzales County).
5726,James,McNally,,M,C,26,Yes,Not Sure,No,,NE - Wheeler - 2018,,2014,,
6314,Scott,McNamara,,M,C,10,Yes,Not Sure,No,,NY - Oneida - 2019,,2015,,
7645,James,McNeely,,M,Not Sure,10,No,Yes,No,Yes,WV - Summers - 2016,,,,
7478,James,McNeely,,M,Not Sure,10,No,No,No,,WV - Roane - 2016,,,,
7772,Douglas,McNett,,M,C,26,No,Yes,No,Yes,KS - Pawnee - 2016,,,,
7496,Kelly,McNight,,F,C,10,Yes,Yes,No,U,WI - Ashland - 2016,,2012,,
6861,Becky Bybee,McPherson,,F,C,10,Yes,No,No,,TX - 110th Judicial District - 2016,1988,2012,,
5096,Scott,McPherson,,M,C,26,Yes,Yes,No,U,KS - Rice - 2016,,,,
4357,Scott,McPherson,,M,C,26,No,Yes,No,No,AL - 41st Circuit - 2016,,,,
5676,Bryan,McQuay,,M,C,26,Yes,Not Sure,No,,NE - Harlan - 2018,,2014,,
4380,Christi,McQueen,,F,C,19,Yes,Not Sure,No,,AR - 8th District North - 2018,,2014,,"May is final election for prosecutors in AR, not November"
5281,Dennis,McShane,,M,C,10,Yes,Yes,Yes,U,MI - Chippewa - 2016,2015,,,http://www.sooeveningnews.com/article/20150221/NEWS/150229770
4982,Tricia,McSorley,,F,C,26,Yes,Not Sure,No,,IA - Mills - 2018,,2014,,
4391,Don,McSpadden,,M,C,19,Yes,Not Sure,No,,AR - 16th District - 2018,1999,2014,,"May is final election for prosecutors in AR, not November. Change Col O to 1998. Change Col J to ""No"" because he won 2016 election to Circuit Judge https://courts.arkansas.gov/forms-and-publications/newsletters/friends-court/2016-judicial-election-candidates"
4300,Brian,McVeigh,,M,C,26,Yes,Yes,Yes,U,AL - 7th Circuit - 2016,2011,2010,,
5346,Michael,Medford,,M,C,26,Yes,Yes,No,U,MI - Van Buren - 2016,2013,2012,,
4325,Arthur,Medley,,M,C,26,No,Yes,No,No,AL - 20th Circuit - 2016,,,,
5023,Justin,Meeks,,M,C,26,Yes,Yes,Yes,U,KS - Bourbon - 2016,2015,2012,,
4499,William,Meggs,,M,C,10,Yes,No,No,,FL - 2nd Circuit - 2016,,2012,,Sean Desmond seeking AA vote: https://www.facebook.com/VoteSeanDesmond
5519,Joshua,Meisner,,M,C,10,Yes,Not Sure,No,,MO - Macon - 2018,,2014,,
5592,Thomas,Meissner,,M,C,19,Yes,Not Sure,No,,MT - Fergus - 2018,,2014,,
6436,Erin,Melling,,F,C,19,Yes,Not Sure,Yes,,ND - Slope - 2018,2015,,,
7812,Amy,Mellor,,F,C,26,No,Yes,No,U,KS - Barton - 2016,,,,Was assistant county attorney under Matthews
5363,Brian,Melton,,M,C,19,Yes,Not Sure,No,,MN - Clay - 2018,,2014,,
5146,Anna,Melvin,,F,C,26,Yes,Not Sure,No,,KY - 24th Circuit - 2018,,2012,,
4791,Christina Judd,Mennie,,F,C,26,Yes,Yes,Yes,U,IL - Putnam - 2016,2014,,,
7104,Jose,Meraz,,M,H,26,Yes,Yes,Yes,U,TX - Ochiltree - 2016,,,,
5319,William,Merkel,,M,C,10,Yes,Yes,No,U,MI - Menominee - 2016,2015,2012,,
5570,Jeff,Merrell,,M,C,26,Yes,Not Sure,No,,MO - Taney - 2018,,2014,,
4328,Walt,Merrill,,M,C,26,Yes,Yes,No,U,AL - 22nd Circuit - 2016,2011,2010,,
6404,Pat,Merriman,,M,C,19,Yes,Not Sure,No,,ND - Dunn - 2018,,2014,,
5708,Douglas,Merz,,M,C,10,Yes,Not Sure,No,,NE - Richardson - 2018,,2014,,"Merz did not seek reelection in 2010, Robert Meyer (D) was elected unopposed that year"
4930,Tina,Meth-Farrington,,F,C,26,Yes,Not Sure,No,,IA - Calhoun - 2018,,2014,,
5359,Mark,Metz,,M,C,19,Yes,Not Sure,No,,MN - Carver - 2018,,2014,,
7393,Jonathan,Meyer,,M,C,26,Yes,Not Sure,No,,WA - Lewis - 2018,,2014,,
4832,Todd,Meyer,,M,C,26,Yes,Not Sure,No,,IN - Boone - 2018,,2014,,
5398,Brian,Middendorf,,M,C,19,Yes,Not Sure,No,,MN - Morrison - 2018,,2014,,
6657,Jeanne,Miglicio,,F,C,26,Yes,Not Sure,No,,PA - Cameron - 2019,2016,2015,,
4586,Richard,Milam,,M,C,26,Yes,Yes,No,No,GA - Towaliga - 2016,,2012,,
7742,Martha,Milanowski,,F,C,26,No,Yes,No,Yes,WI - Vilas - 2016,,,,
4799,Jon,Milhiser,,M,C,26,Yes,Yes,No,U,IL - Sangamon - 2016,,2012,,
7646,Charles,Miller,,M,C,10,No,Yes,No,U,MI - Keweenaw - 2016,,,,
7435,Charles,Miller,,M,C,26,Yes,Yes,Yes,U,WV - Kanawha - 2016,2014,,,
7374,Andy,Miller,,M,C,10,Yes,Not Sure,No,,WA - Benton - 2018,,2014,,
7324,Nora,Miller,,F,C,19,Yes,Not Sure,No,,VA - Mecklenburg - 2019,,2015,,
6796,Jerry,Miller,,M,C,26,Yes,Yes,No,U,SD - Union - 2016,,2012,,
6659,Stacy Parks,Miller,,F,C,10,Yes,Not Sure,No,,PA - Centre - 2017,,2013,,
6490,Mark,Miller,,M,C,26,Yes,Yes,No,U,OH - Hancock - 2016,2007,2012,,"Appointed 2007, elected since 2008. Unopposed in 2016"
6387,Michael Wayne,Miller,,M,C,26,Yes,Not Sure,No,,NC - District 27B - 2018,,2014,,
5549,Christopher,Miller,,M,C,10,Yes,Not Sure,Yes,,MO - Ripley - 2018,,,,http://www.kfvs12.com/story/18815135/governor-appoints-new
5430,Brenda,Miller,,M,C,19,Yes,Not Sure,No,,MN - Waseca - 2018,,2014,,
5354,Philip,Miller,,M,C,19,Yes,Not Sure,No,,MN - Benton - 2018,,2014,,
5290,Aaron,Miller,,M,C,26,Yes,Not Sure,No,,MI - Gladwin - 2016,2009,2012,,
5140,E. Douglas,Miller,,M,C,10,Yes,Not Sure,No,,KY - 18th Circuit - 2018,,2012,,
5133,Shelly,Miller,,F,C,10,Yes,Not Sure,No,,KY - 11th Circuit - 2018,,2012,,
5061,Darrell,Miller,,M,C,10,Yes,Yes,No,U,KS - Jewell - 2016,,,,
5059,Shawna,Miller,,F,C,26,Yes,Yes,No,U,KS - Jackson - 2016,,,,
4981,Jennifer,Miller,,F,C,26,Yes,Not Sure,No,,IA - Marshall - 2018,,2014,,
4716,Chad,Miller,,M,C,26,Yes,Yes,Yes,U,IL - Jasper - 2016,2015,,,
4579,J. David,Miller,,M,C,26,Yes,No,No,,GA - Southern - 2016,,2012,,
6304,Kristyna,Mills,,F,C,26,Yes,Not Sure,No,,NY - Jefferson - 2019,2016,2015,,
4757,Bill,Milner,,M,C,26,No,Yes,No,Yes,IL - Marion - 2016,,,,
5660,Leland,Miner,,M,C,26,Yes,Not Sure,No,,NE - Dixon - 2018,,2014,,
4826,Gregory,Minger,,M,C,26,Yes,Yes,No,U,IL - Woodford - 2016,2011,2012,,
4339,Richard,Minor,,M,C,26,Yes,Yes,No,U,AL - 30th Circuit - 2016,2005,2010,,
4884,Kelly,Minton,,F,C,26,Yes,Not Sure,No,,IN - Orange - 2018,,2014,,
6748,Jim,Miskimins,,M,C,26,Yes,Yes,NS,U,SD - Davison - 2016,2012,2014,,
6831,Allyson,Mitchell,,F,C,26,Yes,Not Sure,No,,TX - Anderson - 2018,2015,2014,,
6712,Jeff,Mitchell,,M,C,10,Yes,Not Sure,No,,PA - Wyoming - 2017,2010,2013,,
5447,Brenda,Mitchell,,F,AA,10,Yes,Not Sure,No,,MS - District 11 - 2019,,2015,,
5446,Ellis,Mitchell,,M,C,10,Yes,Not Sure,No,,MS - District 10 - 2019,,2015,,
5101,Ellen,Mitchell,,F,C,26,Yes,Yes,No,U,KS - Saline - 2016,,,,
4811,Charles,Mockbee IV,,M,C,26,No,Yes,No,No,IL - Vermilion - 2016,,,,
4909,Terry,Modesitt,,M,C,26,Yes,Not Sure,No,,IN - Vigo - 2018,,2014,,
7547,Louis John,"Molepske, Jr.",,M,C,10,Yes,Yes,No,U,WI - Portage - 2016,,2012,,
5364,Richard,Mollin,,M,C,19,Yes,Not Sure,No,,MN - Clearwater - 2018,,2014,,
6845,Scott,Monroe,,M,C,26,Yes,Yes,Yes,Yes,TX - 198th Judicial District - 2016,2013,,,
5201,Warren,Montgomery,,M,C,26,Yes,Not Sure,No,,LA - 22nd District - 2020,,2014,,
5150,Eddy,Montgomery,,M,C,26,Yes,Not Sure,No,,KY - 28th Circuit - 2018,,2012,,
4418,Stacey,Montgomery,,F,C,19,Yes,Not Sure,No,,CA - Lassen - 2018,2014,2014,,
4365,Bill,Montgomery,,M,C,26,Yes,Yes,No,U,AZ - Maricopa - 2016,2010,2012,,
7174,Margaret,Moore,,F,C,10,No,Yes,No,Yes,TX - 53rd Judicial District - 2016,,,,Won Primary http://traviscountyclerk.org/eclerk/content/images/election_results/2016.03.01/Final/20160301demcume.pdf
6732,Michael,Moore,,M,C,10,Yes,Yes,No,U,SD - Beadle - 2016,1996,2012,,
4673,Donna ,Moore,,F,C,10,No,Yes,No,No,IL - Cook - 2016,,,,
5198,Hillar,Moore III,,M,C,10,Yes,Yes,No,,LA - 19th District - 2020,,2014,,"Moore is the DA for the Alton Sterling shooting of July 2016. ""East Baton Rouge District Attorney Hillar Moore told CBS News that Officers Blane Salamoni and Howie Lake II may have acted within their rights to shoot Sterling.



â€œThis is potentially a state authorized killing,â€ù Moore explained to CBS News. â€œIt gives law enforcement officers the authority and mandates them to kill when in defense of themselves or others.â€ù



http://newyork.cbslocal.com/2016/07/07/alton-sterling-shooting-district-attorney/"
7341,Stephanie Nicole,Morales,,F,AA,19,Yes,Not Sure,No,,VA - Portsmouth City - 2017,,2013,,
6913,Leonard,Morales,,M,H,10,No,Yes,No,No,TX - 34th Judicial District - 2016,,,,
4465,Helen,Morgan,,F,C,19,No,Yes,No,U,CO - 2nd District - 2016,,,,
