district_id,district_short,state,job_title,population,percent_aa,percent_latino,percent_obama,primary_election_date,general_election_date,next_filing_date,election_result,notes
CA - San Diego,San Diego,CA,District Attorney,3263431,5.60,33.20,52.60,,2018-11-06,2018-01-01,https://en.wikipedia.org/wiki/Bonnie_Dumanis,Filing deadline in March.
CA - San Francisco,San Francisco,CA,District Attorney,852469,5.80,15.30,83.50,,2019-11-05,2019-01-01,http://www.sfelections.org/results/20151103/,
CA - San Joaquin,San Joaquin,CA,District Attorney,715597,8.10,40.50,55.80,,2018-11-06,2018-01-01,http://www.smartvoter.org/2014/06/03/ca/sj/county.html,Filing deadline in March.
CA - San Luis Obispo,San Luis Obispo,CA,District Attorney,279083,2.20,22.00,48.80,,2018-11-06,2018-01-01,http://www.slocounty.ca.gov/clerk/Elections/ElectionsInfo/Past_elections/060314PrimaryElection.htm,Filing deadline in March.
CA - San Mateo,San Mateo,CA,District Attorney,758581,3.00,25.30,72.10,,2018-11-06,2018-01-01,https://www.shapethefuture.org/elections/results/2014/june/results.asp#c-200,Filing deadline in March.
CA - Santa Barbara,Santa Barbara,CA,District Attorney,440668,2.40,44.40,57.60,,2018-11-06,2018-01-01,http://www.sbcvote.com/elect/resources/results06_2014/results-1.htm,Filing deadline in March.
CA - Santa Clara,Santa Clara,CA,District Attorney,1894605,2.90,26.60,70.10,,2018-11-06,2018-01-01,http://results.enr.clarityelections.com/CA/Santa_Clara/51635/135179/Web01/en/summary.html,Filing deadline in March.
CA - Santa Cruz,Santa Cruz,CA,District Attorney,271804,1.40,33.20,75.60,,2018-11-06,2018-01-01,,Filing deadline in March.
CA - Shasta,Shasta,CA,District Attorney,179804,1.10,9.40,33.80,,2018-11-06,2018-01-01,http://results.enr.clarityelections.com/CA/Shasta/51521/133660/en/summary.html,Filing deadline in March.
CA - Sierra,Sierra,CA,District Attorney,3003,0.40,9.70,36.40,,2018-11-06,2018-01-01,http://www.sierracounty.ca.gov/index.aspx?NID=218,Filing deadline in March.
CA - Siskiyou,Siskiyou,CA,District Attorney,43628,1.40,11.90,40.40,,2018-11-06,2018-01-01,http://www.co.siskiyou.ca.us/content/current-election-information,Filing deadline in March.
CA - Solano,Solano,CA,District Attorney,431131,14.80,25.60,63.50,,2018-11-06,2018-01-01,http://solano.ca.electionconsole.com/election.php?x=38&y=28&conf[]=District+Attorney&e=2014+Primary,Filing deadline in March.
CA - Sonoma,Sonoma,CA,District Attorney,500292,1.90,26.10,71.10,,2018-11-06,2018-01-01,http://vote.sonoma-county.org/content.aspx?sid=1009&id=3146,Filing deadline in March.
CA - Stanislaus,Stanislaus,CA,District Attorney,531997,3.30,44.10,50.00,,2018-11-06,2018-01-01,http://www.stanvote.com/past-results/06-03-2014-results.htm,Filing deadline in March.
CA - Sutter,Sutter,CA,District Attorney,95847,2.50,29.90,39.30,,2018-11-06,2018-01-01,http://www.co.sutter.ca.us/docs/elections/result28.htm,Filing deadline in March.
CA - Tehama,Tehama,CA,District Attorney,63067,1.00,24.10,34.50,,2018-11-06,2018-01-01,http://www.co.tehama.ca.us/dep-elections,Filing deadline in March.
CA - Trinity,Trinity,CA,District Attorney,13170,0.50,7.30,47.10,,2018-11-06,2018-01-01,http://www.trinitycounty.org/index.aspx?page=276#11/3/14,Filing deadline in March.
CA - Tulare,Tulare,CA,District Attorney,458198,2.20,62.90,41.30,,2018-11-06,2018-01-01,http://www.visaliatimesdelta.com/story/news/local/2014/06/03/tulare-county-election-results/9939413/,Filing deadline in March.
CA - Tuolumne,Tuolumne,CA,District Attorney,53831,2.10,11.50,40.50,,2018-11-06,2018-01-01,http://www.tuolumnecounty.ca.gov/elections,Filing deadline in March.
CA - Ventura,Ventura,CA,District Attorney,846178,2.20,42.00,52.30,,2018-11-06,2018-01-01,http://results.enr.clarityelections.com/CA/Ventura/50935/134179/en/summary.html#,Filing deadline in March.
CA - Yolo,Yolo,CA,District Attorney,207590,3.00,31.50,65.40,,2018-11-06,2018-01-01,http://www.yoloelections.org/election-returns/archives/20140603/25,Filing deadline in March.
CA - Yuba,Yuba,CA,District Attorney,73966,4.00,27.20,39.10,,2018-11-06,2018-01-01,http://www.co.yuba.ca.us/departments/elections/results/2014JunPrimary/default.aspx,Filing deadline in March.
CO - 10th District,10th District,CO,District Attorney,161875,2.50,42.50,55.80,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 11th District,11th District,CO,District Attorney,85571,2.71,10.71,38.50,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 12th District,12th District,CO,District Attorney,46511,1.22,46.57,58.30,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 13th District,13th District,CO,District Attorney,80617,2.71,23.72,28.90,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 14th District,14th District,CO,District Attorney,51339,0.55,9.12,45.40,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 15th District,15th District,CO,District Attorney,18952,0.84,26.85,25.60,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 16th District,16th District,CO,District Attorney,29478,3.82,37.30,42.90,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 17th District,17th District,CO,District Attorney,542856,3.44,35.73,56.30,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 18th District,18th District,CO,District Attorney,963164,7.50,15.00,46.60,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 19th District,19th District,CO,District Attorney,277670,1.40,28.80,42.30,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 1st District,1st District,CO,District Attorney,564354,1.31,15.11,51.50,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 20th District,20th District,CO,District Attorney,313333,1.10,13.80,69.70,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 21st District,21st District,CO,District Attorney,148255,1.00,14.10,32.70,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 22nd District,22nd District,CO,District Attorney,27750,0.49,11.69,40.00,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 2nd District,2nd District,CO,District Attorney,663862,10.20,30.80,73.60,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 3rd District,3rd District,CO,District Attorney,20514,1.55,39.95,51.00,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 4th District,4th District,CO,District Attorney,686908,6.79,15.96,38.20,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 5th District,5th District,CO,District Attorney,98869,0.97,23.75,57.90,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 6th District,6th District,CO,District Attorney,66953,0.58,13.71,50.60,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 7th District,7th District,CO,District Attorney,99723,0.64,15.19,39.20,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 8th District,8th District,CO,District Attorney,325518,1.10,11.10,51.40,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
CO - 9th District,9th District,CO,District Attorney,81794,1.11,22.78,49.46,2016-06-28,2016-11-08,2016-04-14,http://www.sos.state.co.us/pubs/elections/Results/Abstract/2012/general/districtAttorney.html,
FL - 10th Circuit,10th Circuit,FL,State Attorney,760343,14.75,20.29,44.66,2016-08-30,2016-11-08,2016-05-06,http://dos.elections.myflorida.com/candidates/canlist.asp,
FL - 11th Circuit,11th Circuit,FL,State Attorney,2662874,18.90,66.20,61.60,2016-08-30,2016-11-08,2016-05-06,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,
FL - 12th Circuit,12th Circuit,FL,State Attorney,783720,7.30,12.82,44.67,2016-08-30,2016-11-08,2016-05-06,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,
FL - 13th Circuit,13th Circuit,FL,State Attorney,1316298,17.50,26.50,52.80,2016-08-30,2016-11-08,2016-05-06,http://dos.elections.myflorida.com/candidates/canlist.asp,
FL - 14th Circuit,14th Circuit,FL,State Attorney,302363,14.41,5.15,27.86,2016-08-30,2016-11-08,2016-05-06,http://results.elections.myflorida.com/Index.asp?ElectionDate=8/14/2012&DATAMODE=,
FL - 15th Circuit,15th Circuit,FL,State Attorney,1397710,18.80,20.70,58.20,2016-08-30,2016-11-08,2016-05-06,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,
FL - 16th Circuit,16th Circuit,FL,State Attorney,77136,6.60,22.40,49.70,2016-08-30,2016-11-08,2016-05-06,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,
FL - 17th Circuit,17th Circuit,FL,State Attorney,1869235,28.90,27.50,67.20,2016-08-30,2016-11-08,2016-05-06,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,
FL - 18th Circuit,18th Circuit,FL,State Attorney,999401,11.36,13.68,43.10,2016-08-30,2016-11-08,2016-05-06,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,
FL - 19th Circuit,19th Circuit,FL,State Attorney,628324,13.46,15.62,44.92,2016-08-30,2016-11-08,2016-05-06,http://dos.elections.myflorida.com/candidates/canlist.asp,
FL - 1st Circuit,1st Circuit,FL,State Attorney,732123,14.35,6.29,30.42,2016-08-30,2016-11-08,2016-05-06,http://dos.elections.myflorida.com/candidates/canlist.asp,
FL - 20th Circuit,20th Circuit,FL,State Attorney,1248904,8.36,20.83,39.72,,2018-11-06,2018-01-01,http://dos.elections.myflorida.com/candidates/canlist.asp,
FL - 2nd Circuit,2nd Circuit,FL,State Attorney,395926,32.43,6.34,58.70,2016-08-30,2016-11-08,2016-05-06,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,
FL - 3rd Circuit,3rd Circuit,FL,State Attorney,169187,19.65,6.95,31.73,2016-08-30,2016-11-08,2016-05-06,http://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2012&DATAMODE=,
FL - 4th Circuit,4th Circuit,FL,State Attorney,1174115,25.29,8.39,42.43,2016-08-30,2016-11-08,2016-05-06,http://dos.elections.myflorida.com/candidates/canlist.asp,
FL - 5th Circuit,5th Circuit,FL,State Attorney,1084439,9.41,10.88,40.44,2016-08-30,2016-11-08,2016-05-06,http://dos.elections.myflorida.com/candidates/canlist.asp,
FL - 6th Circuit,6th Circuit,FL,State Attorney,1423429,9.09,10.37,50.23,2016-08-30,2016-11-08,2016-05-06,http://dos.elections.myflorida.com/candidates/canlist.asp,
FL - 7th Circuit,7th Circuit,FL,State Attorney,900001,10.28,10.24,42.85,2016-08-30,2016-11-08,2016-05-06,http://results.elections.myflorida.com/Index.asp?ElectionDate=8/14/2012&DATAMODE=,
FL - 8th Circuit,8th Circuit,FL,State Attorney,381975,18.20,7.83,48.37,2016-08-30,2016-11-08,2016-05-06,http://dos.elections.myflorida.com/candidates/canlist.asp,
FL - 9th Circuit,9th Circuit,FL,State Attorney,1563212,20.45,33.27,59.30,2016-08-30,2016-11-08,2016-05-06,http://dos.elections.myflorida.com/candidates/canlist.asp,
GA - Alapaha,Alapaha,GA,District Attorney,61341,20.58,7.84,30.10,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Alcovy,Alcovy,GA,District Attorney,191290,31.09,4.44,37.40,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Appalachian,Appalachian,GA,District Attorney,82579,1.16,5.51,17.10,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Atlantic,Atlantic,GA,District Attorney,141329,31.53,9.65,45.30,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Augusta,Augusta,GA,District Attorney,363334,40.26,5.11,52.00,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Bell-Forsyth,Bell-Forsyth,GA,District Attorney,204302,3.50,9.70,17.80,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Blue Ridge,Blue Ridge,GA,District Attorney,230985,6.60,10.10,20.20,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Brunswick,Brunswick,GA,District Attorney,197550,22.32,7.01,32.00,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Chattahoochee,Chattahoochee,GA,District Attorney,269229,40.88,7.03,54.70,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Cherokee,Cherokee,GA,District Attorney,157783,8.59,10.56,22.40,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Clayton,Clayton,GA,District Attorney,267542,68.30,13.10,84.80,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Cobb,Cobb,GA,District Attorney,730981,27.30,12.70,42.90,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Conasauga,Conasauga,GA,District Attorney,142952,3.57,27.98,25.70,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Cordele,Cordele,GA,District Attorney,63433,41.81,5.10,43.80,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Coweta,Coweta,GA,District Attorney,351934,22.84,5.63,32.10,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Dougherty,Dougherty,GA,District Attorney,92407,68.40,2.60,69.30,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Douglas,Douglas,GA,District Attorney,138776,43.50,8.90,51.50,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Dublin,Dublin,GA,District Attorney,72650,36.21,2.13,40.10,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Eastern,Eastern,GA,District Attorney,283379,40.10,6.00,55.50,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Enotah,Enotah,GA,District Attorney,92228,1.73,3.59,18.20,,2018-11-06,2018-01-01,http://results.enr.clarityelections.com/GA/54042/149045/en/summary.html,
GA - Flint,Flint,GA,District Attorney,213869,40.60,6.40,47.90,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Fulton,Fulton,GA,District Attorney,996319,44.30,7.60,64.30,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Griffin,Griffin,GA,District Attorney,217692,25.08,5.33,35.20,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Gwinnett,Gwinnett,GA,District Attorney,877922,27.00,20.50,44.70,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Houston,Houston,GA,District Attorney,149111,30.30,6.60,39.10,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Lookout Mtn,Lookout Mtn,GA,District Attorney,175167,4.41,2.71,24.20,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Macon,Macon,GA,District Attorney,193214,50.50,3.76,57.10,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Middle,Middle,GA,District Attorney,97832,37.96,12.03,41.50,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Mountain,Mountain,GA,District Attorney,85475,5.72,9.45,18.70,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Northeastern,Northeastern,GA,District Attorney,213718,7.33,24.98,20.20,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Northern,Northern,GA,District Attorney,110064,16.25,4.40,27.70,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Ocmulgee,Ocmulgee,GA,District Attorney,161601,34.04,3.30,39.10,2016-05-24,2016-11-08,2016-02-11,appointed to replace Fred Bright who stepped down to deal with cancer. ,
GA - Oconee,Oconee,GA,District Attorney,78758,31.60,6.15,33.20,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Ogeechee,Ogeechee,GA,District Attorney,150720,25.58,3.60,34.90,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Pataula,Pataula,GA,District Attorney,46997,48.26,2.50,47.70,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Paulding,Paulding,GA,District Attorney,148987,18.00,5.70,27.60,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Piedmont,Piedmont,GA,District Attorney,153405,8.84,8.06,20.00,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Rockdale,Rockdale,GA,District Attorney,87754,51.00,10.00,57.80,,2018-11-06,2018-01-01,http://results.enr.clarityelections.com/GA/54042/149045/en/summary.html,
GA - Rome,Rome,GA,District Attorney,96063,14.80,10.30,29.40,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Southern,Southern,GA,District Attorney,224005,33.25,8.12,40.20,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - South Georgia,South Georgia,GA,District Attorney,85068,41.23,6.73,44.60,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Southwestern,Southwestern,GA,District Attorney,87771,40.99,5.37,49.70,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
GA - Stone Mountain,Stone Mountain,GA,District Attorney,722161,54.80,8.90,77.80,2016-05-24,2016-11-08,2016-02-11,http://results.enr.clarityelections.com/GA/42277/113204/en/summary.html,
