State,Electoral.District,Office.Name,Official.Name,Sex,Race,Data.Version
KY,Jefferson County,Attorney,Michael O'Connell,Male,White,summer_14
KY,Jessamine County,Attorney,Brian Goettl,Male,White,summer_14
KY,Johnson County,Attorney,Michael Endicott,Male,White,summer_14
KY,Kenton County,Attorney,Garry Edmondson,Male,White,summer_14
KY,Knott County,Attorney,Tim Bates,Male,White,summer_14
KY,Knox County,Attorney,Charley Dixon,Male,White,summer_14
KY,KY,Attorney General,Jack Conway,Male,White,summer_14
KY,Larue County,Attorney,Dale Morris,Male,White,summer_14
KY,Laurel County,Attorney,Jodi Albright,Male,White,summer_14
KY,Lawrence County,Attorney,Michael Hogan,Male,White,summer_14
KY,Lee County,Attorney,Tom Hollon,Male,White,summer_14
KY,Leslie County,Attorney,Leroy Lewis,Male,White,summer_14
KY,Letcher County,Attorney,Jamie Hatton,Male,White,summer_14
KY,Lewis County,Attorney,Thomas Bertram,Male,White,summer_14
KY,Lincoln County,Attorney,Daryl Day,Male,White,summer_14
KY,Livingston County,Attorney,Billy Riley,Male,White,summer_14
KY,Logan County,Attorney,Joseph Ross,Male,White,summer_14
KY,Lyon County,Attorney,Brandon Knoth,Male,White,summer_14
KY,Madison County,Attorney,Marc Robbins,Unknown,Unknown,summer_14
KY,Magoffin County,Attorney,Greg Allen,Male,White,summer_14
KY,Marion County,Attorney,Joseph Mattingly III,Male,White,summer_14
KY,Marshall County,Attorney,Jeffrey Edwards,Male,White,summer_14
KY,Martin County,Attorney,Kennis Maynard,Male,White,summer_14
KY,Mason County,Attorney,John Estill,Male,White,summer_14
KY,McCracken County,Attorney,Michael Murphy,Male,White,summer_14
KY,McCreary County,Attorney,Michelle Wilson,Female,White,summer_14
KY,McLean County,Attorney,William Quisenberry Jr.,Male,White,summer_14
KY,Meade County,Attorney,Jessica Roberts,Female,White,summer_14
KY,Menifee County,Attorney,Gregory Hall,Male,White,summer_14
KY,Mercer County,Attorney,Ted Dean,Male,White,summer_14
KY,Metcalfe County,Attorney,Sharon Howard,Female,White,summer_14
KY,Monroe County,Attorney,Wes Stephens,Male,White,summer_14
KY,Montgomery County,Attorney,Kevin Cockrell,Male,White,summer_14
KY,Morgan County,Attorney,D. Frederick,Female,White,summer_14
KY,Muhlenberg County,Attorney,Darris Russell,Male,White,summer_14
KY,Nelson County,Attorney,John Kelley Jr.,Male,White,summer_14
KY,Nicholas County,Attorney,Dawn Letcher,Female,White,summer_14
KY,Ohio County,Attorney,Gregory Hill,Male,White,summer_14
KY,Oldham County,Attorney,John Carter,Male,White,summer_14
KY,Owen County,Attorney,Josh Smith,Male,White,summer_14
KY,Owsley County,Attorney,Henley McIntosh,Male,White,summer_14
KY,Pendleton County,Attorney,Jeff Dean,Male,White,summer_14
KY,Perry County,Attorney,John Shackelford,Male,White,summer_14
KY,Pike County,Attorney,Howard Hall,Male,White,summer_14
KY,Powell County,Attorney,Robert King,Male,White,summer_14
KY,Pulaski County,Attorney,Martin Hatfield,Male,White,summer_14
KY,Robertson County,Attorney,Jesse Melcher,Male,White,summer_14
KY,Rockcastle County,Attorney,William Reynolds,Male,White,summer_14
KY,Rowan County,Attorney,Cecil Watkins,Male,White,summer_14
KY,Russell County,Attorney,Kevin Shearer,Male,White,summer_14
KY,Scott County,Attorney,Glenn Williams,Male,White,summer_14
KY,Shelby County,Attorney,Hart Megibben,Unknown,Unknown,summer_14
KY,Simpson County,Attorney,Samuel Phillips,Male,White,summer_14
KY,Spencer County,Attorney,Ruth Hollan,Female,White,summer_14
KY,Taylor County,Attorney,John Bertram,Male,White,summer_14
KY,Todd County,Attorney,Harold Johns,Male,White,summer_14
KY,Trigg County,Attorney,Randall Braboy,Male,White,summer_14
KY,Trimble County,Attorney,Perry Arnold,Male,White,summer_14
KY,Union County,Attorney,Brucie Moore,Female,White,summer_14
KY,Warren County,Attorney,Amy Milliken,Female,White,summer_14
KY,Washington County,Attorney,Hamilton Simms,Male,White,summer_14
KY,Wayne County,Attorney,Thomas Simmons,Male,White,summer_14
KY,Webster County,Attorney,William Prow,Male,White,summer_14
KY,Whitley County,Attorney,Robert Hammons,Male,White,summer_14
KY,Wolfe County,Attorney,Stephen Johnson,Male,White,summer_14
KY,Woodford County,Attorney,Alan George,Male,White,summer_14
LA,Judicial District 1,District Attorney,Charles Rex Scott,Male,White,summer_14
LA,Judicial District 10,District Attorney,Van H. Kyzar,Male,White,summer_14
LA,Judicial District 11,District Attorney,Don M. Burkett,Male,White,summer_14
LA,Judicial District 12,District Attorney,Charles 'Charlie' Riddle III,Male,White,summer_14
LA,Judicial District 13,District Attorney,Trent Brignac,Male,White,summer_14
LA,Judicial District 14,District Attorney,John DeRosier,Male,White,summer_14
LA,Judicial District 15,District Attorney,Michael Harson,Male,White,summer_14
LA,Judicial District 16,District Attorney,J. Phil Haney,Male,White,summer_14
LA,Judicial District 17,District Attorney,Camille A. 'Cam' Morvant II,male,white,summer_14
LA,Judicial District 18,District Attorney,Richard J. 'Ricky' Ward Jr.,Male,White,summer_14
LA,Judicial District 19,District Attorney,Hillar Moore III,Male,White,summer_14
LA,Judicial District 2,District Attorney,Jonathan M. Stewart,Male,White,summer_14
LA,Judicial District 20,District Attorney,Sam' D'Aquilla,Male,White,summer_14
LA,Judicial District 21,District Attorney,Scott M. Perrilloux,Male,White,summer_14
LA,Judicial District 22,District Attorney,Walter P. Reed,Male,White,summer_14
LA,Judicial District 23,District Attorney,Ricky Babin,Male,White,summer_14
LA,Judicial District 24,District Attorney,Paul D. Connick Jr.,Male,White,summer_14
LA,Judicial District 25,District Attorney,Charles J. Ballay,Male,White,summer_14
LA,Judicial District 26,District Attorney,Schuyler Marvin,Male,White,summer_14
LA,Judicial District 27,District Attorney,Earl Taylor,Male,White,summer_14
LA,Judicial District 28,District Attorney,Reed Walters,Male,White,summer_14
LA,Judicial District 29,District Attorney,Joel T. Chaisson II,Male,White,summer_14
LA,Judicial District 3,District Attorney,Robert W. Levy,Male,White,summer_14
LA,Judicial District 30,District Attorney,Asa Skinner,Male,White,summer_14
LA,Judicial District 31,District Attorney,Michael C. Cassidy,Male,White,summer_14
LA,Judicial District 32,District Attorney,Joe' Waitz Jr.,Male,White,summer_14
LA,Judicial District 33,District Attorney,H. Todd Nesom,Unknown,Unknown,summer_14
LA,Judicial District 34,District Attorney,John F. 'Jack' Rowley,Male,White,summer_14
LA,Judicial District 35,District Attorney,James P. 'Jay' Lemoine,Male,White,summer_14
LA,Judicial District 36,District Attorney,David Burton,Male,White,summer_14
LA,Judicial District 37,District Attorney,W. Mark McKee,Male,White,summer_14
LA,Judicial District 38,District Attorney,Cecil R. Sanner,Male,White,summer_14
LA,Judicial District 39,District Attorney,Julie C. Jones,Female,White,summer_14
LA,Judicial District 4,District Attorney,Jerry L. Jones,Male,White,summer_14
LA,Judicial District 40,District Attorney,Thomas 'Tom' Daley,Male,White,summer_14
LA,Judicial District 42,District Attorney,Richard Z. Johnson Jr.,Male,Black or African American,summer_14
LA,Judicial District 5,District Attorney,John 'Mack' Lancaster,Male,White,summer_14
LA,Judicial District 6,District Attorney,James E. Paxton,Male,White,summer_14
LA,Judicial District 7,District Attorney,Bradley R. Burget,Male,White,summer_14
LA,Judicial District 8,District Attorney,R. C. 'Chris' Nevils,Male,White,summer_14
LA,Judicial District 9,District Attorney,James C. 'Jam' Downs,Male,White,summer_14
LA,LA,Attorney General,James Caldwell,Male,White,summer_14
LA,Orleans Parish,District Attorney,Leon A. Cannizzaro Jr.,Male,White,summer_14
MA,Berkshire County,District Attorney,David F. Capeless,Male,White,summer_14
MA,Bristol County,District Attorney,Thomas M. Quinn,Male,White,summer_14
MA,Essex County,District Attorney,Jonathan W. Blodgett,Male,White,summer_14
MA,Hampden District Attorney,District Attorney,Anthony D. Gulluni,Male,White,summer_14
MA,MA,Attorney General,Martha Coakley,Female,White,summer_14
MA,Middlesex County,District Attorney,Marian T. Ryan,Female,White,summer_14
MA,Norfolk District Attorney,District Attorney,Michael Morrissey,Male,White,summer_14
MA,Northwestern District,District Attorney,David Sullivan,Male,White,summer_14
MA,Plymouth County,District Attorney,Timothy J. Cruz,Male,Hispanic or Latino,summer_14
MA,Suffolk County,District Attorney,Daniel F. Conley,Male,White,summer_14
MA,The Cape and the Islands,District Attorney,Michael O'Keefe,Male,White,summer_14
MA,Worcester County,District Attorney,"Joseph D. Early, Jr.",Male,White,summer_14
MD,Allegany County,State's Attorney,Michael O. Twigg,Male,White,summer_14
MD,Anne Arundel County,State's Attorney,Anne Colt Leitess,Female,White,summer_14
MD,Baltimore City,State's Attorney,Gregg L. Bernstein,Male,White,summer_14
MD,Baltimore County,State's Attorney,Scott D. Shellenberger,Male,White,summer_14
MD,Caroline County,State's Attorney,Jonathan G. Newell,Male,White,summer_14
MD,Dorchester County,State's Attorney,William H. Jones,Male,White,summer_14
MD,Frederick County,State's Attorney,Charlie Smith,Male,White,summer_14
MD,Garrett County,State's Attorney,Lisa Welch,Female,White,summer_14
MD,Kent County,State's Attorney,Robert Strong Jr.,Male,White,summer_14
MD,MD,Attorney General,Douglas Gansler,Male,White,summer_14
MD,Montgomery County,State's Attorney,John McCarthy,Male,White,summer_14
MD,Prince George's County,State's Attorney,Angela Alsobrooks,Female,Black or African American,summer_14
MD,St. Mary's County,State's Attorney,Richard Fritz,Male,White,summer_14
MD,Washington County,State's Attorney,Charles Strong Jr.,Male,White,summer_14
MD,Wicomico County,State's Attorney,Matthew A. Maciarello,Male,White,summer_14
MD,Worcester County,State's Attorney,Beau Oglesby,Male,White,summer_14
ME,Androscoggin County,District Attorney,Norman Croteau,Male,White,summer_14
ME,Aroostook County,District Attorney,Todd Collins,Male,White,summer_14
ME,Cumberland County,District Attorney,Stephanie Anderson,Female,White,summer_14
ME,Hancock County,District Attorney,Carletta Bassano,Female,White,summer_14
ME,Kennebec County,District Attorney,Maeghan Maloney,Female,White,summer_14
ME,Knox County,District Attorney,Geoffrey Rushlau,Male,White,summer_14
ME,Penobscot County,District Attorney,R. Christopher Almy,Male,White,summer_14
ME,York County,District Attorney,Kathryn Slattery,Female,White,summer_14
MI,Alcona County,Prosecuting Attorney,Thomas Weichel,Male,White,summer_14
MI,Alger County,Prosecuting Attorney,Karen Bahrman,Female,White,summer_14
MI,Allegan County,Prosecuting Attorney,Frederick Anderson,Male,White,summer_14
MI,Alpena County,Prosecuting Attorney,Ed Black,Unknown,Unknown,summer_14
MI,Antrim County,Prosecuting Attorney,Charles Koop,Male,White,summer_14
MI,Arenac County,Prosecuting Attorney,Curtis Broughton,Male,White,summer_14
MI,Baraga County,Prosecuting Attorney,Joseph O'Leary,male,white,summer_14
MI,Barry County,Prosecuting Attorney,Julie A. Nakfoor Pratt,Unknown,Unknown,summer_14
MI,Bay County,Prosecuting Attorney,Kurt Asbury,Male,White,summer_14
MI,Benzie County,Prosecuting Attorney,Sara Mason,Unknown,Unknown,summer_14
MI,Berrien County,Prosecuting Attorney,Vacant,Unknown,Unknown,summer_14
MI,Branch County,Prosecuting Attorney,Ralph W. Kimble,Male,White,summer_14
MI,Calhoun County,Prosecuting Attorney,David E. Gilbert,Male,White,summer_14
MI,Cass County,Prosecuting Attorney,Victor Fitz,Male,White,summer_14
MI,Charlevoix County,Prosecuting Attorney,Allen Telgenhof,Male,White,summer_14
MI,Cheboygan County,Prosecuting Attorney,Daryl Vizina,Male,White,summer_14
MI,Chippewa County,Prosecuting Attorney,Brian Peppler,Male,White,summer_14
MI,Clare County,Prosecuting Attorney,Michelle Ambrozaitis,Female,White,summer_14
MI,Clinton County,Prosecuting Attorney,Charles Sherman,Male,White,summer_14
MI,Crawford County,Prosecuting Attorney,Everette Ayers,Male,White,summer_14
MI,Delta County,Prosecuting Attorney,Steven Parks,Male,White,summer_14
MI,Dickinson County,Prosecuting Attorney,Lisa Richards,Female,White,summer_14
MI,Eaton County,Prosecuting Attorney,Douglas R. Lloyd,Male,White,summer_14
MI,Emmet County,Prosecuting Attorney,James Linderman,Male,White,summer_14
MI,Genesee County,Prosecuting Attorney,David Leyton,Male,White,summer_14
MI,Gladwin County,Prosecuting Attorney,Aaron Miller,Male,White,summer_14
MI,Gogebic County,Prosecuting Attorney,Richard Adams,Male,White,summer_14
MI,Grand Traverse County,Prosecuting Attorney,Robert A. Cooney,Male,White,summer_14
MI,Gratiot County,Prosecuting Attorney,Keith Kushion,Unknown,Unknown,summer_14
MI,Hillsdale County,Prosecuting Attorney,Neal Brady,Male,White,summer_14
MI,Houghton County,Prosecuting Attorney,Michael Makinen,Male,White,summer_14
MI,Huron County,Prosecuting Attorney,Timothy J. Rutkowski,Male,White,summer_14
MI,Ingham County,Prosecuting Attorney,Stuart Dunnings III,Male,Black or African American,summer_14
MI,Ionia County,Prosecuting Attorney,Ronald Schafer,Male,White,summer_14
MI,Iosco County,Prosecuting Attorney,Nichol J. Palumbo,Female,White,summer_14
MI,Iron County,Prosecuting Attorney,Melissa Powell Weston,female,white,summer_14
MI,Isabella County,Prosecuting Attorney,Risa Scully,Female,White,summer_14
MI,Jackson County,Prosecuting Attorney,Jarard M. Jarzynka,Male,White,summer_14
MI,Kalamazoo County,Prosecuting Attorney,Jeffrey S. Getting,Male,White,summer_14
MI,Kalkaska County,Prosecuting Attorney,Mike Perreault,Male,White,summer_14
MI,Kent County,Prosecuting Attorney,William Forsyth,Male,White,summer_14
MI,Keweenaw County,Prosecuting Attorney,Donna L. Jaaskelainen,Female,White,summer_14
MI,Lake County,Prosecuting Attorney,Craig Cooper,Male,White,summer_14
MI,Lapeer County,Prosecuting Attorney,Byron J. Konschuh,Unknown,Unknown,summer_14
MI,Leelanau County,Prosecuting Attorney,Joseph T. Hubbell,Male,White,summer_14
MI,Lenawee County,Prosecuting Attorney,"R. Burke Castleberry, Jr.",Unknown,Unknown,summer_14
MI,Livingston County,Prosecuting Attorney,"William , Vailliencourt Jr.",male,white,summer_14
MI,Luce County,Prosecuting Attorney,Peter Tazelaar,Male,White,summer_14
MI,Mackinac County,Prosecuting Attorney,Stuart Spencer,Male,White,summer_14
MI,Macomb County,Prosecuting Attorney,Eric Smith,Male,White,summer_14
MI,Manistee County,Prosecuting Attorney,Ford Stone,Male,White,summer_14
MI,Marquette County,Prosecutor,Matt J. Wiese,Male,White,summer_14
MI,Mason County,Prosecuting Attorney,Paul R. Spaniola,Male,White,summer_14
MI,Mecosta County,Prosecuting Attorney,Peter Jaklevic,Male,White,summer_14
MI,Menominee County,Prosecuting Attorney,Dan Hass,Male,White,summer_14
MI,MI,Attorney General,Bill Schuette,Male,White,summer_14
MI,Midland County,Prosecuting Attorney,Michael Carpenter,Male,White,summer_14
MI,Missaukee County,Prosecuting Attorney,William J. Donnelly Jr.,Male,White,summer_14
MI,Monroe County,Prosecuting Attorney,William Paul Nichols,Male,White,summer_14
MI,Montcalm County,Prosecuting Attorney,Andrea S. Krause,Female,White,summer_14
MI,Montmorency County,Prosecuting Attorney,Terrie Case,Female,White,summer_14
MI,Muskegon County,Prosecuting Attorney,D.J. Hilson,Male,White,summer_14
MI,Oakland County,Prosecuting Attorney,Jessica R. Cooper,Female,White,summer_14
MI,Oceana County,Prosecuting Attorney,Terry Shaw,Male,White,summer_14
MI,Ogemaw County,Prosecuting Attorney,LaDonna A. Schultz,Female,White,summer_14
MI,Ontonagon County,Prosecuting Attorney,James Jessup,Male,White,summer_14
MI,Osceola County,Prosecuting Attorney,Tyler Thompson,Male,White,summer_14
MI,Oscoda County,Prosecuting Attorney,Casandra Morse-Bills,female,white,summer_14
MI,Otsego County,Prosecuting Attorney,Michael A. Rola,Male,White,summer_14
MI,Ottawa County,Prosecuting Attorney,Ronald J. Frantz,Male,White,summer_14
MI,Presque Isle County,Prosecuting Attorney,Richard K. Steiger,Male,White,summer_14
MI,Roscommon County,Prosecuting Attorney,Mark Jernigan,Male,White,summer_14
MI,Saginaw County,Prosecuting Attorney,John McColgan Jr.,Male,White,summer_14
MI,Sanilac County,Prosecuting Attorney,James V. Young,Male,White,summer_14
MI,Schoolcraft County,Prosecuting Attorney,Timothy R. Noble,Male,White,summer_14
MI,Shiawassee County,Prosecuting Attorney,Deana M. Finnegan,Female,White,summer_14
MI,St. Clair County,Prosecuting Attorney,Michael D. Wendling,Male,White,summer_14
MI,St. Joseph County,Prosecuting Attorney,John McDonough,Male,White,summer_14
MI,Tuscola County,Prosecuting Attorney,Mark Reene,Unknown,Unknown,summer_14
MI,Van Buren County,Prosecuting Attorney,Michael Bedford,Male,White,summer_14
MI,Washtenaw County,Prosecuting Attorney,Brian L. Mackey,Male,Black or African American,summer_14
MI,Wayne County,Prosecuting Attorney,Kym L. Worthy,Female,Black or African American,summer_14
MI,Wexford County,Prosecuting Attorney,Anthony J. Badovinac,Male,White,summer_14
MN,Aitkin,County Attorney,Jim Ratz,Male,White,summer_14
MN,Anoka,County Attorney,Tony Palumbo,Male,White,summer_14
MN,Becker,County Attorney,Mike Fritz,Male,White,summer_14
MN,Beltrami,County Attorney,Tim Faver,Male,White,summer_14
MN,Benton,County Attorney,Robert Raupp,Male,White,summer_14
MN,Big Stone,County Attorney,William Watson,Male,White,summer_14
MN,Blue Earth,County Attorney,Ross Arneson,Male,White,summer_14
MN,Brown,County Attorney,Robert Hinnenthal,Male,White,summer_14
MN,Carlton,County Attorney,Thomas Pertler,Male,White,summer_14
MN,Carver,County Attorney,Mark Metz,Male,White,summer_14
MN,Cass,County Attorney,Christopher Strandlie,Unknown,Unknown,summer_14
MN,Chippewa,County Attorney,David Gilbertson,Male,White,summer_14
MN,Chisago,County Attorney,Janet Reiter,Female,White,summer_14
MN,Clay,County Attorney,Brian Melton,Male,White,summer_14
MN,Clearwater,County Attorney,Richard Mollin,Male,White,summer_14
MN,Cook,County Attorney,Tim Scannell,Male,White,summer_14
MN,Cottonwood,County Attorney,Nicholas Anderson,Male,White,summer_14
MN,Crow Wing,County Attorney,Donald Ryan,Male,White,summer_14
MN,Dakota,County Attorney,James Backstrom,Male,White,summer_14
MN,Dodge,County Attorney,Paul Kiltinen,Male,White,summer_14
MN,Douglas,County Attorney,Chad Larson,Male,White,summer_14
MN,Faribault,County Attorney,Troy Timmerman,Male,White,summer_14
MN,Fillmore,County Attorney,Brett Corson,Male,White,summer_14
MN,Freeborn,County Attorney,Craig Nelson,Male,White,summer_14
MN,Goodhue,County Attorney,Stephen Betcher,Male,White,summer_14
MN,Grant,County Attorney,Justin Anderson,Male,White,summer_14
MN,Hennepin,County Attorney,Mike Freeman,Male,White,summer_14
MN,Houston,County Attorney,Jamie Hammell,Male,White,summer_14
MN,Hubbard,County Attorney,Donovan Dearstyne,Male,White,summer_14
MN,Isanti,County Attorney,Jeffrey Edblad,Male,White,summer_14
MN,Itasca,County Attorney,Jack Muhar,Male,White,summer_14
MN,Jackson,County Attorney,Robert O'Connor,Male,White,summer_14
MN,Kanabec,County Attorney,Amy Brosnahan,Female,White,summer_14
MN,Kandiyohi,County Attorney,Jennifer Fischer,Female,White,summer_14
MN,Kittson,County Attorney,Roger Malm,Male,White,summer_14
MN,Koochiching,County Attorney,Jeffrey Nagloski,Male,White,summer_14
MN,Lac Qui Parle,County Attorney,Richard Stulz,Male,White,summer_14
MN,Lake,County Attorney,Laura Auron,Unknown,Unknown,summer_14
MN,Lake Of The Woods,County Attorney,Philip Miller,Male,White,summer_14
MN,Le Sueur,County Attorney,Brent Christian,Male,White,summer_14
MN,Lincoln,County Attorney,Glen Peterson,Unknown,Unknown,summer_14
MN,Lyon,County Attorney,Rick Maes,Male,White,summer_14
MN,Mahnomen,County Attorney,Darlene Rivera,Female,Hispanic or Latino,summer_14
MN,Marshall,County Attorney,Michael Williams,Male,White,summer_14
MN,Martin,County Attorney,Terry Viesselman,Male,White,summer_14
MN,McLeod,County Attorney,Michael Junge,Male,White,summer_14
MN,Meeker,County Attorney,Tony Spector,Male,White,summer_14
MN,Mille Lacs,County Attorney,Jan Jude,Female,White,summer_14
MN,MN,Attorney General,Lori Swanson,Female,White,summer_14
MN,Morrison,County Attorney,Brian Middendorf,Male,White,summer_14
MN,Mower,County Attorney,Kristenn Nelsen,Female,White,summer_14
MN,Murray,County Attorney,Paul Malone,Male,White,summer_14
MN,Nicollet,County Attorney,Michelle Zehnder Fischer,Female,White,summer_14
MN,Nobles,County Attorney,Kathleen Kusz,Female,White,summer_14
MN,Norman,County Attorney,James Brue,Male,White,summer_14
MN,Olmsted,County Attorney,Mark Ostrem,Male,White,summer_14
MN,Otter Tail,County Attorney,David Hauser,Male,White,summer_14
MN,Pennington,County Attorney,Al Rogalla,Male,White,summer_14
MN,Pine,County Attorney,John Carlson,Male,White,summer_14
MN,Pipestone,County Attorney,James O'Neill,Male,White,summer_14
MN,Polk,County Attorney,Greg Widseth,Male,White,summer_14
MN,Pope,County Attorney,Neil Nelson,Male,White,summer_14
MN,Ramsey,County Attorney,John Choi,Male,Asian American or Pacific Islander,summer_14
MN,Red Lake,County Attorney,Daniel Geller,Male,White,summer_14
MN,Redwood,County Attorney,Steven Collins,Male,White,summer_14
MN,Renville,County Attorney,David Torgelson,Unknown,Unknown,summer_14
MN,Rice,County Attorney,G. Paul Beaumaster,Male,White,summer_14
MN,Rock,County Attorney,Donald Klosterbuer,Unknown,Unknown,summer_14
MN,Roseau,County Attorney,Karen Foss,Female,White,summer_14
MN,Scott,County Attorney,Patrick Ciliberto,Male,White,summer_14
MN,Sherburne,County Attorney,Kathleen Heaney,Female,White,summer_14
MN,Sibley,County Attorney,David Schauer,Male,White,summer_14
MN,St. Louis,County Attorney,Mark Rubin,Male,White,summer_14
MN,Stearns,County Attorney,Janelle Kendall,Female,White,summer_14
MN,Steele,County Attorney,Dan McIntosh,Male,White,summer_14
MN,Stevens,County Attorney,Aaron Jordan,Male,White,summer_14
MN,Swift,County Attorney,Robin Finke,Female,White,summer_14
MN,Todd,County Attorney,Chuck Rasmussen,Male,White,summer_14
MN,Traverse,County Attorney,Matthew Franzese,Male,White,summer_14
MN,Wabasha,County Attorney,James Nordstrom,Male,White,summer_14
MN,Wadena,County Attorney,Kyra Ladd,Unknown,Unknown,summer_14
MN,Waseca,County Attorney,Paul Dressler,Male,White,summer_14
MN,Washington,County Attorney,Pete Orput,Male,White,summer_14
MN,Watonwan,County Attorney,Stephen Lindee,Male,White,summer_14
MN,Wilkin,County Attorney,Timothy Fox,Male,White,summer_14
MN,Winona,County Attorney,Karin Sonneman,Female,White,summer_14
MN,Wright,County Attorney,Thomas Kelly,Male,White,summer_14
MN,Yellow Medicine,County Attorney,Keith Helgeson,Male,White,summer_14
MO,Adair County,Prosecuting Attorney,Matthew Wilson,Male,White,summer_14
MO,Andrew County,Prosecuting Attorney,Steven Stevenson,Male,White,summer_14
MO,Atchison County,Prosecuting Attorney,Dan Smith,Male,White,summer_14
MO,Audrain County,Prosecuting Attorney,Jacob Shellabarger,Male,White,summer_14
MO,Barry County,Prosecuting Attorney,Johnnie Cox,Male,White,summer_14
MO,Barton County,Prosecuting Attorney,Steven Kaderly,Male,White,summer_14
MO,Bates County,Prosecuting Attorney,Hugh Jenkins,Male,White,summer_14
MO,Benton County,Prosecuting Attorney,Karen Coffey-Woodley,Female,White,summer_14
MO,Bollinger County,Prosecuting Attorney,Stephen Gray,Male,White,summer_14
MO,Boone County,Prosecuting Attorney,Dan Knight,Male,White,summer_14
MO,Buchanan County,Prosecuting Attorney,Dwight Scroggins Jr.,Male,White,summer_14
MO,Butler County,Prosecuting Attorney,Kevin Barbour,Male,White,summer_14
MO,Caldwell County,Prosecuting Attorney,Brady Kopek,Male,White,summer_14
MO,Callaway County,Prosecuting Attorney,Christopher Wilson,Male,White,summer_14
MO,Camden County,Prosecuting Attorney,Brian Keedy,Male,White,summer_14
MO,Cape Girardeau County,Prosecuting Attorney,Morley Swingle,Male,White,summer_14
MO,Carroll County,Prosecuting Attorney,Cassandra Brown,Female,White,summer_14
MO,Carter County,Prosecuting Attorney,Rocky Kingree,Male,White,summer_14
MO,Cass County,Prosecuting Attorney,Teresa Hensley,Female,White,summer_14
MO,Cedar County,Prosecuting Attorney,Rick Pohlsander,Male,White,summer_14
MO,Chariton County,Prosecuting Attorney,Bryan Scheiderer,Male,White,summer_14
MO,Christian County,Prosecuting Attorney,Amy Fite,Female,White,summer_14
MO,Clark County,Prosecuting Attorney,John Moon,Male,White,summer_14
MO,Clay County,Prosecuting Attorney,Dan White,Male,White,summer_14
MO,Clinton County,Prosecuting Attorney,Vacant,Unknown,Unknown,summer_14
MO,Cole County,Prosecuting Attorney,Mark Richardson,Male,White,summer_14
MO,Cooper County,Prosecuting Attorney,Douglas Abele,Male,White,summer_14
MO,Crawford County,Prosecuting Attorney,William Camm Seay,Male,White,summer_14
MO,Dallas County,Prosecuting Attorney,Barbara Viets,Female,White,summer_14
MO,Daviess County,Prosecuting Attorney,Annie Gibson,Female,White,summer_14
MO,DeKalb County,Prosecuting Attorney,Erik Tate,Male,White,summer_14
MO,Dent County,Prosecuting Attorney,Andrew Curley,Male,White,summer_14
MO,Douglas County,Prosecuting Attorney,Roger Wall,Male,White,summer_14
MO,Dunklin County,Prosecuting Attorney,Stephen Sokoloff,Male,White,summer_14
MO,Franklin County,Prosecuting Attorney,Robert Parks,Male,White,summer_14
MO,Gasconade County,Prosecuting Attorney,Ada Krueger,Female,White,summer_14
MO,Gentry County,Prosecuting Attorney,Jerome Biggs Jr.,Male,White,summer_14
MO,Greene County,Prosecuting Attorney,Dan Patterson,Male,White,summer_14
MO,Grundy County,Prosecuting Attorney,Carol Wetherell,Female,White,summer_14
MO,Harrison County,Prosecuting Attorney,Johnathan Meyer,Male,White,summer_14
MO,Henry County,Prosecuting Attorney,Richard Shields,Male,White,summer_14
MO,Holt County,Prosecuting Attorney,Robert Shepherd,Male,White,summer_14
MO,Howard County,Prosecuting Attorney,Deborah Riekhof,Female,White,summer_14
MO,Howell County,Prosecuting Attorney,Michael Hutchings,Male,White,summer_14
MO,Iron County,Prosecuting Attorney,Brian Parker,Male,White,summer_14
MO,Jackson County,County Prosecutor,Jean Peters Baker,Female,White,summer_14
MO,Jasper County,Prosecuting Attorney,Dean Dankelson,Male,White,summer_14
MO,Jefferson County,Prosecuting Attorney,Forrest Wegge,Male,White,summer_14
MO,Johnson County,Prosecuting Attorney,Lynn Stoppy,Female,White,summer_14
MO,Knox County,Prosecuting Attorney,David Brown,Male,White,summer_14
MO,Laclede County,Prosecuting Attorney,Jon Morris,Male,White,summer_14
MO,Lafayette County,Prosecuting Attorney,Kellie Wingate Campbell,Female,White,summer_14
MO,Lawrence County,Prosecuting Attorney,Don Trotter,Male,White,summer_14
MO,Lewis County,Prosecuting Attorney,Jules DeCoster,Male,White,summer_14
MO,Lincoln County,Prosecuting Attorney,Leah Askey,Female,White,summer_14
MO,Linn County,Prosecuting Attorney,Tracy Carlson,Female,White,summer_14
MO,Livingston County,Prosecuting Attorney,Adam Warren,Male,White,summer_14
MO,Macon County,Prosecuting Attorney,Josh Meisner,Male,White,summer_14
MO,Madison County,Prosecuting Attorney,Andrew Tarry,Male,White,summer_14
MO,Maries County,Prosecuting Attorney,Terry Schwartze,Male,White,summer_14
MO,Marion County,Prosecuting Attorney,Thomas Redington,Male,White,summer_14
MO,McDonald County,Prosecuting Attorney,Jonathan Pierce,Male,White,summer_14
MO,Mercer County,Prosecuting Attorney,John Young,Male,White,summer_14
MO,Miller County,Prosecuting Attorney,Matthew Howard,Male,White,summer_14
MO,Mississippi County,Prosecuting Attorney,Darren Cann,Male,White,summer_14
MO,MO,Attorney General,Chris Koster,Male,White,summer_14
MO,Moniteau County,Prosecuting Attorney,Shayne Healea,Male,Other,summer_14
MO,Monroe County,Prosecuting Attorney,Talley Kendrick,Female,White,summer_14
MO,Montgomery County,Prosecuting Attorney,Nathan Carroz,Male,White,summer_14
